Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Avg_Temperature,Max_Temperature,Min_Temperature
Horse-gram,2016,Rabi       ,Karnataka,11.388064942888574,8.650149418664864,1147.2,16.420124261668256,10.338263859419094,0.131,26.066,36.493,17.063
Jowar,2016,Kharif     ,Karnataka,11.614759770851496,11.766109256014413,1147.2,16.646821372770674,10.564954419539976,1.079,26.066,36.493,17.063
Jowar,2016,Rabi       ,Karnataka,13.634522112182838,13.477775123844935,1147.2,18.666591496417027,12.584702213284158,0.725,26.066,36.493,17.063
Jowar,2016,Summer     ,Karnataka,7.951207156472972,8.265650165580329,1147.2,12.982927731788592,6.902038971986028,1.376,26.066,36.493,17.063
Linseed,2016,Rabi       ,Karnataka,7.956827122090111,5.049856007249537,1147.2,12.988549659215408,6.907655273981804,0.079,26.066,36.493,17.063
Maize,2016,Kharif     ,Karnataka,14.04871690905431,14.910443753728991,1147.2,19.080786697306554,12.998896255393362,2.602,26.066,36.493,17.063
Maize,2016,Rabi       ,Karnataka,11.376888077819869,12.47768630980289,1147.2,16.408947270085935,10.327087230839775,2.696,26.066,36.493,17.063
Maize,2016,Summer     ,Karnataka,9.917538375758788,11.04914244753755,1147.2,14.949559968716121,8.867807808615575,3.482,26.066,36.493,17.063
Mesta,2016,Whole Year ,Karnataka,4.663439094112067,4.68213122712422,1147.2,9.6860930686189,3.6309854756950335,1.04,26.066,36.493,17.063
Moong(Green Gram),2016,Kharif     ,Karnataka,12.937437632654516,11.657311482421147,1147.2,17.969505816911305,11.887619976911076,0.238,26.066,36.493,17.063
Moong(Green Gram),2016,Rabi       ,Karnataka,8.283999304248526,5.872117789475416,1147.2,13.315818970136673,7.234646045284198,0.077,26.066,36.493,17.063
Moong(Green Gram),2016,Summer     ,Karnataka,6.520621127558696,5.241747015059643,1147.2,11.551227487025272,5.473530384104697,0.268,26.066,36.493,17.063
Niger seed,2016,Kharif     ,Karnataka,8.628555659269699,6.952728644624869,1147.2,13.660448462924323,7.579065764932908,0.184,26.066,36.493,17.063
Onion,2016,Kharif     ,Karnataka,12.117602022540614,14.089198923624721,1147.2,17.149667170475865,11.067790042653373,5.0725,26.066,36.493,17.063
Onion,2016,Rabi       ,Karnataka,9.593968785475173,12.25564821547344,1147.2,14.625971664165704,8.54427319581998,5.0725,26.066,36.493,17.063
Onion,2016,Summer     ,Karnataka,8.080856419640986,10.76978940206521,1147.2,13.112619560225744,7.031608741149134,5.0725,26.066,36.493,17.063
Other  Rabi pulses,2016,Rabi       ,Karnataka,7.903596289614301,6.2422232654551655,1147.2,12.93529979495785,6.854459981923913,0.081,26.066,36.493,17.063
Other Kharif pulses,2016,Kharif     ,Karnataka,10.809344036488135,9.816021526754852,1147.2,15.841394533199969,9.759559443729044,0.363,26.066,36.493,17.063
Potato,2016,Kharif     ,Karnataka,9.9016859305895,12.186568673632031,1147.2,14.933706740857902,8.851956826351417,5.0725,26.066,36.493,17.063
Potato,2016,Rabi       ,Karnataka,8.68777949199177,11.31453549999721,1147.2,13.719682519094087,7.63827049601082,5.0725,26.066,36.493,17.063
Potato,2016,Summer     ,Karnataka,5.501258210544727,8.241966560231802,1147.2,10.52926554272522,4.45898767581001,5.0725,26.066,36.493,17.063
Ragi,2016,Kharif     ,Karnataka,13.263103971178733,13.044765013221005,1147.2,18.29517281990152,12.213285073329198,0.854,26.066,36.493,17.063
Ragi,2016,Rabi       ,Karnataka,9.739143428972826,9.773948181181144,1147.2,14.771155455624973,8.689430741756173,1.114,26.066,36.493,17.063
Ragi,2016,Summer     ,Karnataka,8.721602344674197,9.31415970061518,1147.2,13.753510944404804,7.672082936474446,1.895,26.066,36.493,17.063
Rapeseed &Mustard,2016,Kharif     ,Karnataka,8.428143374582726,6.734591659972948,1147.2,13.459996725389054,7.378727189292421,0.196,26.066,36.493,17.063
Rice,2016,Kharif     ,Karnataka,13.755788154026861,14.775532967123116,1147.2,18.787857674574006,12.70596800096106,2.53,26.066,36.493,17.063
Rice,2016,Rabi       ,Karnataka,9.835583373922255,10.81206864134023,1147.2,14.867600783376346,8.785860626026585,2.525,26.066,36.493,17.063
Rice,2016,Summer     ,Karnataka,11.20956106511634,12.268286591936219,1147.2,16.24161818414191,10.159764093591278,2.853,26.066,36.493,17.063
Safflower,2016,Rabi       ,Karnataka,10.377203034325737,9.982991653648726,1147.2,15.409242677603734,9.327438728849089,0.385,26.066,36.493,17.063
Sannhamp,2016,Whole Year ,Karnataka,4.060443010546419,2.6390573296152584,1147.2,9.075236314791338,3.0421386463681466,0.072,26.066,36.493,17.063
Sesamum,2016,Kharif     ,Karnataka,10.466241269162477,10.013686344834204,1147.2,15.498283547517092,9.416472038248024,0.559,26.066,36.493,17.063
Small millets,2016,Kharif     ,Karnataka,9.956174874815135,8.816853240627426,1147.2,14.988198324210543,8.906440837834852,0.393,26.066,36.493,17.063
Soyabean,2016,Kharif     ,Karnataka,12.669400919082525,12.377004586196655,1147.2,17.70146836849179,11.619584637008707,0.873,26.066,36.493,17.063
Sugarcane,2016,Whole Year ,Karnataka,12.891940898858806,17.12526457405038,1147.2,17.924008971840678,11.84212345112465,5.0725,26.066,36.493,17.063
Sunflower,2016,Kharif     ,Karnataka,11.8046468683294,11.273029878568291,1147.2,16.83671002209442,10.754838616157299,0.532,26.066,36.493,17.063
Sunflower,2016,Rabi       ,Karnataka,11.323107883049328,9.805654192187365,1147.2,16.35516644639582,10.273308211694825,0.448,26.066,36.493,17.063
Sunflower,2016,Summer     ,Karnataka,8.236420527265391,7.40184157874383,1147.2,13.268227965050396,7.187090109946089,0.713,26.066,36.493,17.063
Sweet potato,2016,Whole Year ,Karnataka,8.03268487596762,10.516210702728278,1147.2,13.064432842025838,6.983465538216612,5.0725,26.066,36.493,17.063
Tapioca,2016,Whole Year ,Karnataka,6.5337888379333435,8.334951631422454,1147.2,11.564414365225703,5.486662412319551,5.0725,26.066,36.493,17.063
Tobacco,2016,Whole Year ,Karnataka,11.404694165887381,11.087834014026866,1147.2,16.436753670299503,10.354892735418716,0.774,26.066,36.493,17.063
Turmeric,2016,Whole Year ,Karnataka,9.869310100734541,11.648434899978378,1147.2,14.901329273427098,8.819584057239615,5.0725,26.066,36.493,17.063
Urad,2016,Kharif     ,Karnataka,11.323857200238917,10.607203684445308,1147.2,16.35591577258249,10.274057512066378,0.352,26.066,36.493,17.063
Urad,2016,Rabi       ,Karnataka,8.107418811719974,7.381501894506707,1147.2,13.139190012196929,7.058156079649662,0.448,26.066,36.493,17.063
Urad,2016,Summer     ,Karnataka,7.704811922932594,7.095064377287131,1147.2,12.736434684690511,6.655826376236174,0.526,26.066,36.493,17.063
Wheat,2016,Rabi       ,Karnataka,12.033164641886643,12.051930299001526,1147.2,17.06522931168672,10.983353555782474,0.944,26.066,36.493,17.063
Arecanut,2016,Whole Year ,Kerala,11.489626131315825,11.668560756501677,2924.3,16.52168653714266,10.439823015847168,0.884,25.922,33.641,19.994
Arhar/Tur,2016,Whole Year ,Kerala,5.176149732573829,5.631211781821365,2924.3,10.202591644652882,4.136765278106052,1.58,25.922,33.641,19.994
Banana,2016,Whole Year ,Kerala,10.953592137139195,13.100778082099305,2924.3,15.985645330907065,9.903802502934044,5.0725,25.922,33.641,19.994
Black pepper,2016,Whole Year ,Kerala,11.352850605123002,10.436055098420523,2924.3,16.384909520464788,10.303050275791666,0.35,25.922,33.641,19.994
Cardamom,2016,Whole Year ,Kerala,10.573391694365673,9.749636827717868,2924.3,15.60543684794553,9.523617089089445,0.116,25.922,33.641,19.994
Cashewnut,2016,Whole Year ,Kerala,10.63734472134386,10.237993571703798,2924.3,15.669391449811952,9.587567172272815,0.347,25.922,33.641,19.994
Coconut ,2016,Whole Year ,Kerala,13.568966590064708,18.43423228286143,2924.3,18.601035893634503,12.519146841954743,5.0725,25.922,33.641,19.994
Cotton(lint),2016,Whole Year ,Kerala,4.394449154672439,4.795790545596741,2924.3,9.414178772232386,3.367295829986474,1.5,25.922,33.641,19.994
Garlic,2016,Whole Year ,Kerala,4.356708826689592,5.942799375126701,2924.3,9.375960737046727,3.3304171996011083,4.94,25.922,33.641,19.994
Ginger,2016,Whole Year ,Kerala,8.54714026778419,9.927155249836312,2924.3,13.579017991180848,7.497678548606777,3.161,25.922,33.641,19.994
Groundnut,2016,Whole Year ,Kerala,5.883322388488279,6.226536669287466,2924.3,10.912621788105326,4.838660029356445,1.41,25.922,33.641,19.994
Jowar,2016,Whole Year ,Kerala,4.948759890378168,4.709530201312334,2924.3,9.97375960552146,3.912023005428146,0.79,25.922,33.641,19.994
Maize,2016,Whole Year ,Kerala,4.189654742026425,4.23410650459726,2924.3,9.206558228680722,3.1675825304806504,1.775,25.922,33.641,19.994
Onion,2016,Whole Year ,Kerala,3.4657359027997265,0.5233527763958943,2924.3,8.466268250230947,2.47232786758114,0.0,25.922,33.641,19.994
Other Kharif pulses,2016,Kharif     ,Kerala,7.354362330421477,7.2682230211595655,2924.3,12.385797082726741,6.305727691789675,1.105,25.922,33.641,19.994
Potato,2016,Whole Year ,Kerala,6.322565239927284,9.085230560933338,2924.3,11.352850605123002,5.276071757600717,5.0725,25.922,33.641,19.994
Ragi,2016,Whole Year ,Kerala,3.5263605246161616,3.7612001156935624,2924.3,8.528775852659304,2.529720665577793,1.375,25.922,33.641,19.994
Rice,2016,Autumn     ,Kerala,10.94379959925603,12.026838318335077,2924.3,15.97585262198173,9.894010284770971,2.525,25.922,33.641,19.994
Rice,2016,Summer     ,Kerala,10.658317618283657,11.759050898116344,2924.3,15.690364841676448,9.608539144092301,2.534,25.922,33.641,19.994
Rice,2016,Winter     ,Kerala,11.187942967763986,11.859333888073008,2924.3,16.21999979273193,10.138146545911397,2.102,25.922,33.641,19.994
Sesamum,2016,Whole Year ,Kerala,5.19126653422068,4.0943445622221,2924.3,10.217793128305924,4.151732579330831,0.213,25.922,33.641,19.994
Small millets,2016,Whole Year ,Kerala,2.302585092994046,1.9459101490553132,2924.3,7.230019921164154,1.423108334242607,0.67,25.922,33.641,19.994
Sugarcane,2016,Whole Year ,Kerala,6.969322515221505,11.63630171826976,2924.3,12.000458502451501,5.921245924695212,5.0725,25.922,33.641,19.994
Sweet potato,2016,Whole Year ,Kerala,5.3981627015177525,8.034955024502159,2924.3,10.425727781117374,4.356708826689592,5.0725,25.922,33.641,19.994
Tapioca,2016,Whole Year ,Kerala,11.136994886964382,14.743623135641197,2924.3,16.169050993246493,10.087199808526188,5.0725,25.922,33.641,19.994
Tobacco,2016,Whole Year ,Kerala,2.5649493574615367,2.9444389791664403,2924.3,7.517520850603031,1.6486586255873816,1.5,25.922,33.641,19.994
Turmeric,2016,Whole Year ,Kerala,7.87587915949631,8.780633799494984,2924.3,12.907572346470264,6.826762119772606,2.429,25.922,33.641,19.994
Wheat,2016,Whole Year ,Kerala,1.2543220918560989,0.6931471805599453,2924.3,6.182980213266594,0.3001045924503381,1.0,25.922,33.641,19.994
Arecanut,2016,Whole Year ,Tamil Nadu,8.86488793377419,9.450065682882071,912.4,13.896818157632223,7.815328120236569,1.477,28.28,38.782,20.065
Arhar/Tur,2016,Kharif     ,Tamil Nadu,10.943074980753622,10.520131587109958,912.4,15.97512799075603,9.893285690051531,0.591,28.28,38.782,20.065
Bajra,2016,Kharif     ,Tamil Nadu,10.358123704650742,11.440849273505348,912.4,15.39016275210049,9.308360512880371,2.841,28.28,38.782,20.065
Bajra,2016,Rabi       ,Tamil Nadu,9.807141836749443,9.127610724377186,912.4,14.83915771234835,8.757421955708256,0.673,28.28,38.782,20.065
Banana,2016,Whole Year ,Tamil Nadu,11.418548849259308,14.923700170633415,912.4,16.4506085059916,10.368747134061305,5.0725,28.28,38.782,20.065
Black pepper,2016,Whole Year ,Tamil Nadu,8.498825534058053,6.98100574072173,912.4,13.530693710166508,7.44938165190084,0.151,28.28,38.782,20.065
Cardamom,2016,Whole Year ,Tamil Nadu,8.269500767180615,5.869296913133774,912.4,13.301316768290517,7.220154353970755,0.064,28.28,38.782,20.065
Cashewnut,2016,Whole Year ,Tamil Nadu,11.365364690607462,9.22808205345234,912.4,16.39742375094859,10.315564090231947,0.169,28.28,38.782,20.065
Castor seed,2016,Kharif     ,Tamil Nadu,8.456593569287309,7.293697720601438,912.4,13.488453013718045,7.407165999932829,0.294,28.28,38.782,20.065
Coconut ,2016,Whole Year ,Tamil Nadu,12.984530173816111,18.43423228286143,912.4,18.016598468040893,11.934712312506386,5.0725,28.28,38.782,20.065
Coriander,2016,Whole Year ,Tamil Nadu,9.118334726180159,7.293697720601438,912.4,14.150296373376271,8.068716192714781,0.193,28.28,38.782,20.065
Cotton(lint),2016,Kharif     ,Tamil Nadu,11.4476399982716,11.705015817989123,912.4,16.47969996804968,10.397837697902395,1.335,28.28,38.782,20.065
Cotton(lint),2016,Rabi       ,Tamil Nadu,10.906561301994556,11.294022907913273,912.4,15.938613658782083,9.856773232311035,1.55,28.28,38.782,20.065
Dry chillies,2016,Whole Year ,Tamil Nadu,10.710855877186097,9.932366512086505,912.4,15.742904295764228,9.66107516893183,0.812,28.28,38.782,20.065
Garlic,2016,Whole Year ,Tamil Nadu,6.661854740545311,8.422003004412488,912.4,11.692654079660132,5.614404663504985,5.0725,28.28,38.782,20.065
Ginger,2016,Whole Year ,Tamil Nadu,5.918893854273146,9.00380808646717,912.4,10.948290225639651,4.874051628976154,5.0725,28.28,38.782,20.065
Gram,2016,Rabi       ,Tamil Nadu,8.561784074744113,8.129764445794171,912.4,13.59366460190908,7.512317117245958,0.58,28.28,38.782,20.065
Groundnut,2016,Kharif     ,Tamil Nadu,12.179317908221353,12.62870291895935,912.4,17.211383380956487,11.129505321181597,1.693,28.28,38.782,20.065
Groundnut,2016,Rabi       ,Tamil Nadu,11.382475035586163,12.555538667518237,912.4,16.4145342912691,10.332674070062188,2.95,28.28,38.782,20.065
Horse-gram,2016,Kharif     ,Tamil Nadu,8.230044310126114,7.069874128458572,912.4,13.261850064508927,7.180717037277208,0.394,28.28,38.782,20.065
Horse-gram,2016,Rabi       ,Tamil Nadu,10.458865803351177,9.32250766884693,912.4,15.490907872231697,9.409096963983297,0.297,28.28,38.782,20.065
Jowar,2016,Kharif     ,Tamil Nadu,11.76253176856978,11.575947211386385,912.4,16.794594603120586,10.712724113104866,0.917,28.28,38.782,20.065
Jowar,2016,Rabi       ,Tamil Nadu,11.849690515860017,10.765385454579738,912.4,16.88175399648079,10.799881652695827,0.44,28.28,38.782,20.065
Maize,2016,Kharif     ,Tamil Nadu,12.038511614209444,13.55443406396435,912.4,17.07057631549931,10.98870046924112,4.682,28.28,38.782,20.065
Maize,2016,Rabi       ,Tamil Nadu,11.890587628416304,12.118098987514813,912.4,16.922651393317434,10.840778233845834,1.655,28.28,38.782,20.065
Moong(Green Gram),2016,Kharif     ,Tamil Nadu,10.26646260902334,10.053415041519079,912.4,15.298498630004143,9.216705074218654,0.764,28.28,38.782,20.065
Moong(Green Gram),2016,Rabi       ,Tamil Nadu,11.829369906089662,10.399828782101146,912.4,16.861433241076863,10.779561315158656,0.224,28.28,38.782,20.065
Onion,2016,Kharif     ,Tamil Nadu,9.51804563563343,11.857351698804589,912.4,14.550043174281644,8.468360026322278,5.0725,28.28,38.782,20.065
Onion,2016,Rabi       ,Tamil Nadu,9.775540538205506,11.397581951259,912.4,14.807554657586078,8.725823939611507,5.0725,28.28,38.782,20.065
Other Cereals,2016,Kharif     ,Tamil Nadu,7.344719054149673,5.351858133476067,912.4,12.376147643406012,6.2960959152684595,0.1,28.28,38.782,20.065
Other Cereals,2016,Rabi       ,Tamil Nadu,8.309184527686298,4.007333185232471,912.4,13.34101043462398,7.259819610363186,0.095,28.28,38.782,20.065
Potato,2016,Kharif     ,Tamil Nadu,8.069342366811636,11.257736397101715,912.4,13.101101946571497,7.020101338813675,5.0725,28.28,38.782,20.065
Potato,2016,Rabi       ,Tamil Nadu,7.4109518755836366,10.357552330480354,912.4,12.442421620170679,6.362251940334754,5.0725,28.28,38.782,20.065
Ragi,2016,Kharif     ,Tamil Nadu,10.863814308399895,11.361765309065477,912.4,15.895865869529217,9.814027725993311,1.652,28.28,38.782,20.065
Ragi,2016,Rabi       ,Tamil Nadu,9.117457244496126,10.256254871643844,912.4,14.149418796063086,8.067838889738347,3.051,28.28,38.782,20.065
Rapeseed &Mustard,2016,Rabi       ,Tamil Nadu,5.298317366548036,3.8501476017100584,912.4,10.325408189382523,4.257738109130536,0.186,28.28,38.782,20.065
Rice,2016,Kharif     ,Tamil Nadu,14.182125337651597,15.083616363715777,912.4,19.214195224139747,13.132304500294312,3.068,28.28,38.782,20.065
Sesamum,2016,Kharif     ,Tamil Nadu,9.268043082104471,8.337827262447915,912.4,14.300019875412389,8.218396243625834,0.39,28.28,38.782,20.065
Sesamum,2016,Rabi       ,Tamil Nadu,9.777867638611477,8.803874763534434,912.4,14.809881889220467,8.728150794746524,0.372,28.28,38.782,20.065
Small millets,2016,Kharif     ,Tamil Nadu,9.776335766875645,9.786560400506836,912.4,14.808349931134618,8.7266190844022,0.912,28.28,38.782,20.065
Small millets,2016,Rabi       ,Tamil Nadu,5.860786223465865,5.521460917862246,912.4,10.890022372798793,4.816241156068032,0.753,28.28,38.782,20.065
Sugarcane,2016,Whole Year ,Tamil Nadu,12.2934560366473,16.75929437519057,912.4,17.32552205972111,11.243642420851225,5.0725,28.28,38.782,20.065
Sunflower,2016,Kharif     ,Tamil Nadu,7.580699752224563,7.424165281042028,912.4,12.612263323682052,6.531824700976291,0.839,28.28,38.782,20.065
Sunflower,2016,Rabi       ,Tamil Nadu,8.610501368549889,7.126890808898808,912.4,13.64239093323108,7.561017525843168,0.299,28.28,38.782,20.065
Sweet potato,2016,Whole Year ,Tamil Nadu,5.648974238161206,7.8724551500639794,912.4,10.677540529739607,4.605670061029742,5.0725,28.28,38.782,20.065
Tapioca,2016,Whole Year ,Tamil Nadu,11.244012806494966,14.515011013663042,912.4,16.276070381204352,10.19421498317387,5.0725,28.28,38.782,20.065
Tobacco,2016,Whole Year ,Tamil Nadu,7.495541943884256,7.917536353943631,912.4,12.527060435933972,6.446751033533202,1.547,28.28,38.782,20.065
Turmeric,2016,Whole Year ,Tamil Nadu,10.48559143430275,11.77193024653514,912.4,15.517634254942594,9.435821189753879,3.36,28.28,38.782,20.065
Urad,2016,Kharif     ,Tamil Nadu,11.177144989027417,10.919750308187213,912.4,16.20920166471927,10.127348846211653,0.745,28.28,38.782,20.065
Urad,2016,Rabi       ,Tamil Nadu,12.789148230702173,11.77033130288745,912.4,17.821216032831053,11.739331289280749,0.357,28.28,38.782,20.065
Arecanut,2017,Kharif     ,Andhra Pradesh,6.548219102762372,8.382518288089635,868.2,11.605838956829281,5.582969854439453,5.0725,28.302,38.051,20.526
Arhar/Tur,2017,Kharif     ,Andhra Pradesh,12.525863663899575,11.66732754176605,868.2,17.58490448875894,11.558285562705828,0.568,28.302,38.051,20.526
Arhar/Tur,2017,Rabi       ,Andhra Pradesh,8.330622620332868,8.130059039992796,868.2,13.389427533902435,7.3634317630818265,0.55,28.302,38.051,20.526
Bajra,2017,Kharif     ,Andhra Pradesh,10.677477120940175,11.325595386445151,868.2,15.736498641964156,9.709930715695272,1.855,28.302,38.051,20.526
Bajra,2017,Rabi       ,Andhra Pradesh,8.515391569469609,9.235325624670091,868.2,13.574236894919643,7.5481343940034265,1.833,28.302,38.051,20.526
Banana,2017,Whole Year ,Andhra Pradesh,10.917467450363533,15.600803665265188,868.2,15.976493860099456,9.949913018246772,5.0725,28.302,38.051,20.526
Cashewnut,2017,Kharif     ,Andhra Pradesh,11.655101881459757,11.400204594906109,868.2,16.714137695142814,10.687532008526537,1.748,28.302,38.051,20.526
Castor seed,2017,Kharif     ,Andhra Pradesh,10.338673262093375,9.909817476230998,868.2,15.397685543177674,9.371142027803213,0.842,28.302,38.051,20.526
Castor seed,2017,Rabi       ,Andhra Pradesh,6.810142450115136,6.584791392385716,868.2,11.86809074994709,5.84435568206977,0.856,28.302,38.051,20.526
Coconut ,2017,Whole Year ,Andhra Pradesh,11.551848056766676,18.43423228286143,868.2,16.610882932864893,10.58427972331865,5.0725,28.302,38.051,20.526
Coriander,2017,Rabi       ,Andhra Pradesh,7.85748078694253,7.401231264413015,868.2,12.916140756263019,6.890527733315511,0.639,28.302,38.051,20.526
Cotton(lint),2017,Kharif     ,Andhra Pradesh,13.37536549185254,14.549682112564359,868.2,18.43440838228373,12.407783999319566,2.661,28.302,38.051,20.526
Cotton(lint),2017,Rabi       ,Andhra Pradesh,7.6487397889562425,8.322880021769905,868.2,12.707310493112109,6.6819331434621665,2.116,28.302,38.051,20.526
Cowpea(Lobia),2017,Kharif     ,Andhra Pradesh,8.3670677328386,8.033334015880062,868.2,13.425881219566143,7.399862807134799,0.691,28.302,38.051,20.526
Cowpea(Lobia),2017,Rabi       ,Andhra Pradesh,9.155989777226102,8.861350110795998,868.2,14.214929290194087,8.188578007159794,0.574,28.302,38.051,20.526
Dry chillies,2017,Kharif     ,Andhra Pradesh,11.53076538309856,13.192756601273377,868.2,16.589800055565338,10.563197384006527,4.827,28.302,38.051,20.526
Dry chillies,2017,Rabi       ,Andhra Pradesh,9.76789689822978,11.313071102883967,868.2,14.826884432962787,8.800406292876042,3.846,28.302,38.051,20.526
Ginger,2017,Kharif     ,Andhra Pradesh,5.945420608606575,5.736572297479192,868.2,11.001860479226112,4.982098635954067,0.995,28.302,38.051,20.526
Gram,2017,Kharif     ,Andhra Pradesh,1.2543220918560989,0.5233527763958943,868.2,6.182980213266594,0.3220834991691133,0.0,28.302,38.051,20.526
Gram,2017,Rabi       ,Andhra Pradesh,13.162316514577334,13.286393664226033,868.2,18.221359038416246,12.194735623665284,1.342,28.302,38.051,20.526
Groundnut,2017,Kharif     ,Andhra Pradesh,13.381539488183375,13.637047547397001,868.2,18.440582387914862,12.413957980055379,1.968,28.302,38.051,20.526
Groundnut,2017,Rabi       ,Andhra Pradesh,11.369805390375411,12.259878780088702,868.2,16.42883835821959,10.402240190209469,2.804,28.302,38.051,20.526
Horse-gram,2017,Kharif     ,Andhra Pradesh,9.730858867713073,8.863191340690854,868.2,14.789844255458188,8.763371787191538,0.287,28.302,38.051,20.526
Horse-gram,2017,Rabi       ,Andhra Pradesh,9.99383087243373,9.624434806782402,868.2,15.052829913981888,9.026321375346024,0.658,28.302,38.051,20.526
Jowar,2017,Kharif     ,Andhra Pradesh,10.298161309566071,10.315828964583725,868.2,15.357172261334584,9.330632257834326,1.135,28.302,38.051,20.526
Jowar,2017,Rabi       ,Andhra Pradesh,11.608172006386038,12.619800192155497,868.2,16.667207405907266,10.640602813494151,2.571,28.302,38.051,20.526
Linseed,2017,Kharif     ,Andhra Pradesh,5.41610040220442,4.6913478822291435,868.2,10.470718840230262,4.4557416724961625,0.49,28.302,38.051,20.526
Maize,2017,Kharif     ,Andhra Pradesh,11.583169553358738,13.125960898558171,868.2,16.642204724164888,10.615600736009847,4.422,28.302,38.051,20.526
Maize,2017,Rabi       ,Andhra Pradesh,12.342633818730667,14.416599465534835,868.2,17.401673917964747,11.37505690900721,5.0725,28.302,38.051,20.526
Mesta,2017,Kharif     ,Andhra Pradesh,8.486940148245216,10.732061203925053,868.2,13.545779726848226,7.519692404116539,5.0725,28.302,38.051,20.526
Moong(Green Gram),2017,Kharif     ,Andhra Pradesh,9.798626911919953,9.278559610953327,868.2,14.857616168601801,8.831133479530365,0.625,28.302,38.051,20.526
Moong(Green Gram),2017,Rabi       ,Andhra Pradesh,11.706121018316061,11.30737622205697,868.2,16.765157260736633,10.738550441407886,0.693,28.302,38.051,20.526
Niger seed,2017,Rabi       ,Andhra Pradesh,8.64135583403666,7.757906208351747,868.2,13.700224726695952,7.674059980159809,0.49,28.302,38.051,20.526
Oilseeds total,2017,Kharif     ,Andhra Pradesh,13.574794765193136,14.787679417795388,868.2,18.633837934740345,12.607212814557816,5.0725,28.302,38.051,20.526
Oilseeds total,2017,Rabi       ,Andhra Pradesh,11.764734215498203,12.358175515740127,868.2,16.823770924215435,10.79716287294311,1.855,28.302,38.051,20.526
Onion,2017,Kharif     ,Andhra Pradesh,9.760598224985888,13.404121437493087,868.2,14.819585342903666,8.793108303942994,5.0725,28.302,38.051,20.526
Onion,2017,Rabi       ,Andhra Pradesh,8.906935339059165,12.428684055282174,868.2,13.965845177314273,7.939572279706782,5.0725,28.302,38.051,20.526
Other  Rabi pulses,2017,Rabi       ,Andhra Pradesh,9.210840247017833,9.40713994795079,868.2,14.26978536020989,8.243419283817182,0.94,28.302,38.051,20.526
Other Kharif pulses,2017,Kharif     ,Andhra Pradesh,7.844632644464681,7.404279118037268,868.2,12.903287641299972,6.877687747359742,0.905,28.302,38.051,20.526
Potato,2017,Kharif     ,Andhra Pradesh,6.126869184114185,8.46779284112111,868.2,11.183741722626763,5.162841226985587,5.0725,28.302,38.051,20.526
Potato,2017,Rabi       ,Andhra Pradesh,6.902742737158593,9.29771001811309,868.2,11.960788029905913,5.936797145765674,5.0725,28.302,38.051,20.526
Ragi,2017,Kharif     ,Andhra Pradesh,10.190206661487347,10.313243442061449,868.2,15.24921379638264,9.222683876507421,1.28,28.302,38.051,20.526
Ragi,2017,Rabi       ,Andhra Pradesh,8.963288275610298,9.53690656247793,868.2,14.02220548940572,7.995913109746388,1.897,28.302,38.051,20.526
Rapeseed &Mustard,2017,Rabi       ,Andhra Pradesh,8.006700845440367,7.2254814727822945,868.2,13.065414118160621,7.039660349862076,0.414,28.302,38.051,20.526
Rice,2017,Kharif     ,Andhra Pradesh,14.205475489945098,15.413267310524477,868.2,19.264519250382747,13.237892568393264,3.25,28.302,38.051,20.526
Rice,2017,Rabi       ,Andhra Pradesh,13.516105370872976,15.073803919889182,868.2,18.575148463517216,12.548523545700434,3.888,28.302,38.051,20.526
Safflower,2017,Rabi       ,Andhra Pradesh,3.044522437723423,2.6390573296152584,868.2,8.05509423774048,2.151762203259462,0.65,28.302,38.051,20.526
Sesamum,2017,Kharif     ,Andhra Pradesh,9.507329003748263,7.993282328101591,868.2,14.566299601039578,8.539866205013176,0.222,28.302,38.051,20.526
Sesamum,2017,Rabi       ,Andhra Pradesh,10.176639573203584,8.978156076009824,868.2,15.235646198610183,9.20911762472536,0.325,28.302,38.051,20.526
Small millets,2017,Kharif     ,Andhra Pradesh,9.803777708387116,9.594786112860271,868.2,14.862767248549613,8.836283810587604,0.774,28.302,38.051,20.526
Small millets,2017,Rabi       ,Andhra Pradesh,8.07775756373692,7.232010331664759,868.2,13.136493554575457,7.110679796314936,0.73,28.302,38.051,20.526
Soyabean,2017,Kharif     ,Andhra Pradesh,5.924255797414532,6.559615237493242,868.2,10.980639881290754,4.961024793542921,1.74,28.302,38.051,20.526
Soyabean,2017,Rabi       ,Andhra Pradesh,1.2543220918560989,1.6094379124341003,868.2,6.182980213266594,0.5653138090500605,2.0,28.302,38.051,20.526
Sugarcane,2017,Whole Year ,Andhra Pradesh,11.501995954877502,15.867410153430427,868.2,16.561030342450703,10.534428423570867,5.0725,28.302,38.051,20.526
Sunflower,2017,Kharif     ,Andhra Pradesh,8.021584533455107,7.718685495198466,868.2,13.080302699365639,7.054536010190332,0.924,28.302,38.051,20.526
Sunflower,2017,Rabi       ,Andhra Pradesh,8.716371865276615,9.150802659259986,868.2,13.775253445534752,7.7490551875657045,1.083,28.302,38.051,20.526
Sweet potato,2017,Kharif     ,Andhra Pradesh,5.241747015059643,7.766840537085513,868.2,10.295520180807952,4.282758633015213,5.0725,28.302,38.051,20.526
Sweet potato,2017,Rabi       ,Andhra Pradesh,6.2422232654551655,8.702177865629675,868.2,11.29933265973533,5.277808489916496,5.0725,28.302,38.051,20.526
